city,state,latitude,longitude,region,date_utc,time_utc,year,month,day,temp,weather_condition,humidity_percent,visibility_Feet,wind_speed_MPH,pressure_hPa
Baltimore,MD,39.2904, -76.609383,Northeast,1984-10-28,N/A,1984,10,28,71,Rain,79,47520,7,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1984-10-29,N/A,1984,10,29,70,Fog-Rain,84,42240,5,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1984-10-30,N/A,1984,10,30,59,,76,68640,5,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1984-10-31,N/A,1984,10,31,62,Fog,78,31680,3,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1984-11-01,N/A,1984,11,1,58,Fog-Rain,85,36960,6,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1984-11-02,N/A,1984,11,2,54,Fog-Rain,59,58080,12,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1984-11-03,N/A,1984,11,3,42,,55,105600,11,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1984-11-04,N/A,1984,11,4,50,Rain,77,79200,7,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1984-11-05,N/A,1984,11,5,58,Fog-Rain,80,73920,8,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1984-11-06,N/A,1984,11,6,47,,56,95040,13,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1984-11-07,N/A,1984,11,7,42,,55,100320,9,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1984-11-08,N/A,1984,11,8,38,,56,84480,5,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1984-11-09,N/A,1984,11,9,45,Rain,67,63360,5,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1984-11-10,N/A,1984,11,10,56,,56,79200,9,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1984-11-11,N/A,1984,11,11,56,Rain,67,63360,11,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1984-11-12,N/A,1984,11,12,42,,51,100320,15,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1984-11-13,N/A,1984,11,13,44,,50,95040,15,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1984-11-14,N/A,1984,11,14,44,,40,105600,14,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1984-11-15,N/A,1984,11,15,46,,45,84480,7,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1984-11-16,N/A,1984,11,16,47,,38,95040,13,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1984-11-17,N/A,1984,11,17,39,,42,105600,10,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1984-11-18,N/A,1984,11,18,38,Rain,68,68640,5,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1984-11-19,N/A,1984,11,19,36,Fog-Rain,75,47520,8,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1984-11-20,N/A,1984,11,20,32,,48,105600,11,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1984-11-21,N/A,1984,11,21,30,,57,105600,8,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1984-11-22,N/A,1984,11,22,32,,63,73920,6,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1984-11-23,N/A,1984,11,23,36,,57,63360,7,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1984-11-24,N/A,1984,11,24,40,,59,58080,7,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1984-11-25,N/A,1984,11,25,42,,63,52800,6,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1984-11-26,N/A,1984,11,26,44,,68,36960,3,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1984-11-27,N/A,1984,11,27,45,Fog,74,26400,3,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1984-11-28,N/A,1984,11,28,54,Fog-Rain,76,52800,11,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1984-11-29,N/A,1984,11,29,42,Rain,65,73920,17,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1984-11-30,N/A,1984,11,30,42,,67,79200,7,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1984-12-01,N/A,1984,12,1,46,,59,95040,9,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1984-12-02,N/A,1984,12,2,42,Rain,60,84480,5,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1984-12-03,N/A,1984,12,3,46,Fog-Rain,73,42240,8,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1984-12-04,N/A,1984,12,4,36,,48,105600,10,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1984-12-05,N/A,1984,12,5,36,Fog-Rain-Snow,53,58080,9,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1984-12-06,N/A,1984,12,6,38,Fog-Rain,67,63360,12,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1984-12-07,N/A,1984,12,7,24,,46,105600,17,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1984-12-08,N/A,1984,12,8,34,,49,89760,6,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1984-12-09,N/A,1984,12,9,37,Fog,65,36960,6,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1984-12-10,N/A,1984,12,10,44,Fog,80,26400,5,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1984-12-11,N/A,1984,12,11,46,Fog,69,36960,7,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1984-12-12,N/A,1984,12,12,41,Fog,76,26400,6,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1984-12-13,N/A,1984,12,13,54,Fog-Rain,74,21120,4,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1984-12-14,N/A,1984,12,14,50,Fog,73,26400,6,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1984-12-15,N/A,1984,12,15,52,Fog,86,10560,6,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1984-12-16,N/A,1984,12,16,44,Fog,86,15840,7,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1984-12-17,N/A,1984,12,17,58,Fog,78,21120,7,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1984-12-18,N/A,1984,12,18,57,Fog,60,58080,7,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1984-12-19,N/A,1984,12,19,46,Fog-Rain,68,47520,6,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1984-12-20,N/A,1984,12,20,45,Fog,65,95040,4,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1984-12-21,N/A,1984,12,21,39,Fog-Rain,73,26400,7,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1984-12-22,N/A,1984,12,22,52,Fog-Rain,61,63360,12,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1984-12-23,N/A,1984,12,23,39,,46,105600,7,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1984-12-24,N/A,1984,12,24,38,Rain,63,84480,5,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1984-12-25,N/A,1984,12,25,39,Rain,49,95040,12,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1984-12-26,N/A,1984,12,26,32,,49,84480,4,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1984-12-27,N/A,1984,12,27,41,Rain,55,63360,6,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1984-12-28,N/A,1984,12,28,53,,63,52800,5,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1984-12-29,N/A,1984,12,29,66,,54,100320,12,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1984-12-30,N/A,1984,12,30,55,Rain,53,105600,10,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1984-12-31,N/A,1984,12,31,44,Fog-Rain,70,36960,6,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-01-01,N/A,1985,1,1,52,Fog,85,26400,7,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-01-02,N/A,1985,1,2,52,Rain,70,63360,11,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-01-03,N/A,1985,1,3,36,Rain,65,47520,11,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-01-04,N/A,1985,1,4,32,Fog-Rain,77,31680,6,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-01-05,N/A,1985,1,5,36,Fog-Rain-Snow,64,68640,10,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-01-06,N/A,1985,1,6,37,,55,105600,7,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-01-07,N/A,1985,1,7,38,,62,105600,7,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-01-08,N/A,1985,1,8,34,,42,105600,18,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-01-09,N/A,1985,1,9,24,,40,105600,12,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-01-10,N/A,1985,1,10,22,Snow,60,47520,6,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-01-11,N/A,1985,1,11,26,Snow,68,47520,6,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-01-12,N/A,1985,1,12,26,,50,105600,15,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-01-13,N/A,1985,1,13,32,,47,105600,15,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-01-14,N/A,1985,1,14,34,,49,95040,7,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-01-15,N/A,1985,1,15,29,,38,105600,21,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-01-16,N/A,1985,1,16,21,,43,100320,12,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-01-17,N/A,1985,1,17,29,Fog-Snow,70,26400,7,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-01-18,N/A,1985,1,18,33,Snow,66,42240,7,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-01-19,N/A,1985,1,19,32,Snow,55,68640,8,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-01-20,N/A,1985,1,20,11,Snow,42,68640,18,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-01-21,N/A,1985,1,21,4,,36,95040,18,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-01-22,N/A,1985,1,22,20,,44,105600,14,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-01-23,N/A,1985,1,23,25,,44,105600,11,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-01-24,N/A,1985,1,24,31,,48,95040,7,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-01-25,N/A,1985,1,25,34,Snow,53,63360,7,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-01-26,N/A,1985,1,26,24,Snow,43,95040,18,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-01-27,N/A,1985,1,27,22,,49,89760,6,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-01-28,N/A,1985,1,28,30,,49,68640,8,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-01-29,N/A,1985,1,29,30,,45,73920,10,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-01-30,N/A,1985,1,30,25,,52,52800,5,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-01-31,N/A,1985,1,31,32,Fog-Rain-Snow,86,10560,7,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-02-01,N/A,1985,2,1,39,Fog-Rain,92,15840,6,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-02-02,N/A,1985,2,2,36,Fog-Rain-Snow,90,21120,9,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-02-03,N/A,1985,2,3,28,,61,95040,13,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-02-04,N/A,1985,2,4,28,,48,84480,6,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-02-05,N/A,1985,2,5,27,Fog-Rain-Snow,70,26400,4,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-02-06,N/A,1985,2,6,36,Fog,81,21120,5,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-02-07,N/A,1985,2,7,26,,51,63360,12,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-02-08,N/A,1985,2,8,20,,47,84480,19,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-02-09,N/A,1985,2,9,26,,52,105600,19,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-02-10,N/A,1985,2,10,30,,57,105600,11,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-02-11,N/A,1985,2,11,36,,61,52800,6,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-02-12,N/A,1985,2,12,43,Fog-Rain,83,42240,15,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-02-13,N/A,1985,2,13,34,Snow,61,84480,11,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-02-14,N/A,1985,2,14,36,,49,89760,12,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-02-15,N/A,1985,2,15,34,,47,105600,7,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-02-16,N/A,1985,2,16,30,,52,105600,7,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-02-17,N/A,1985,2,17,38,,51,89760,6,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-02-18,N/A,1985,2,18,42,,30,105600,10,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-02-19,N/A,1985,2,19,46,,34,105600,11,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-02-20,N/A,1985,2,20,42,,31,100320,5,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-02-21,N/A,1985,2,21,42,,41,79200,7,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-02-22,N/A,1985,2,22,55,,39,79200,9,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-02-23,N/A,1985,2,23,60,,53,73920,6,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-02-24,N/A,1985,2,24,67,,53,79200,13,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-02-25,N/A,1985,2,25,60,Rain,44,100320,14,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-02-26,N/A,1985,2,26,44,Fog-Rain,76,36960,5,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-02-27,N/A,1985,2,27,46,Fog,57,47520,11,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-02-28,N/A,1985,2,28,36,,41,105600,8,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-03-01,N/A,1985,3,1,42,,52,84480,7,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-03-02,N/A,1985,3,2,48,,47,79200,9,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-03-03,N/A,1985,3,3,42,,39,100320,8,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-03-04,N/A,1985,3,4,38,Fog-Rain,77,31680,7,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-03-05,N/A,1985,3,5,52,Fog-Rain,51,68640,14,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-03-06,N/A,1985,3,6,36,,36,105600,13,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-03-07,N/A,1985,3,7,34,,49,100320,7,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-03-08,N/A,1985,3,8,50,Rain,62,52800,9,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-03-09,N/A,1985,3,9,50,,35,89760,11,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-03-10,N/A,1985,3,10,46,,37,105600,8,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-03-11,N/A,1985,3,11,46,Rain,49,68640,7,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-03-12,N/A,1985,3,12,54,Rain,52,73920,16,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-03-13,N/A,1985,3,13,50,,42,105600,14,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-03-14,N/A,1985,3,14,50,,40,105600,13,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-03-15,N/A,1985,3,15,44,,38,105600,11,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-03-16,N/A,1985,3,16,40,,43,105600,7,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-03-17,N/A,1985,3,17,45,,44,100320,9,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-03-18,N/A,1985,3,18,34,,34,105600,16,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-03-19,N/A,1985,3,19,35,,33,105600,7,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-03-20,N/A,1985,3,20,54,Rain,33,89760,13,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-03-21,N/A,1985,3,21,42,,28,105600,10,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-03-22,N/A,1985,3,22,39,Rain,56,58080,8,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-03-23,N/A,1985,3,23,40,Fog-Rain,81,31680,11,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-03-24,N/A,1985,3,24,42,Fog-Rain,74,36960,7,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-03-25,N/A,1985,3,25,44,Rain,53,63360,9,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-03-26,N/A,1985,3,26,43,,36,105600,8,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-03-27,N/A,1985,3,27,54,,40,79200,7,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-03-28,N/A,1985,3,28,68,,41,89760,11,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-03-29,N/A,1985,3,29,68,Rain,60,73920,8,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-03-30,N/A,1985,3,30,56,Fog-Rain,66,42240,9,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-03-31,N/A,1985,3,31,44,Fog-Rain,74,26400,9,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-04-01,N/A,1985,4,1,53,Fog-Rain,54,63360,8,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-04-02,N/A,1985,4,2,42,,39,105600,14,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-04-03,N/A,1985,4,3,44,Rain,52,95040,8,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-04-04,N/A,1985,4,4,50,,43,105600,7,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-04-05,N/A,1985,4,5,63,,42,79200,10,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-04-06,N/A,1985,4,6,62,,34,100320,17,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-04-07,N/A,1985,4,7,52,Rain,42,100320,12,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-04-08,N/A,1985,4,8,42,,49,105600,11,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-04-09,N/A,1985,4,9,36,Snow,55,58080,11,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-04-10,N/A,1985,4,10,36,,39,105600,9,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-04-11,N/A,1985,4,11,52,Rain,50,63360,8,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-04-12,N/A,1985,4,12,55,,54,42240,5,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-04-13,N/A,1985,4,13,60,Fog,60,26400,6,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-04-14,N/A,1985,4,14,58,Rain,65,31680,9,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-04-15,N/A,1985,4,15,60,Fog,73,15840,9,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-04-16,N/A,1985,4,16,64,Fog-Rain,62,31680,6,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-04-17,N/A,1985,4,17,54,,31,105600,14,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-04-18,N/A,1985,4,18,58,,39,95040,9,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-04-19,N/A,1985,4,19,76,,38,63360,12,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-04-20,N/A,1985,4,20,72,,48,42240,7,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-04-21,N/A,1985,4,21,71,Fog,54,31680,7,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-04-22,N/A,1985,4,22,75,,41,47520,4,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-04-23,N/A,1985,4,23,67,,59,31680,9,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-04-24,N/A,1985,4,24,55,Fog-Rain,69,36960,11,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-04-25,N/A,1985,4,25,62,Fog-Rain,63,31680,9,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-04-26,N/A,1985,4,26,65,,46,73920,9,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-04-27,N/A,1985,4,27,70,,39,95040,9,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-04-28,N/A,1985,4,28,66,,44,79200,8,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-04-29,N/A,1985,4,29,58,,41,79200,12,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-04-30,N/A,1985,4,30,63,,37,95040,7,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-05-01,N/A,1985,5,1,72,,40,73920,7,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-05-02,N/A,1985,5,2,58,Fog-Rain,56,52800,13,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-05-03,N/A,1985,5,3,54,Rain,63,73920,13,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-05-04,N/A,1985,5,4,53,,44,105600,7,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-05-05,N/A,1985,5,5,64,,45,84480,9,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-05-06,N/A,1985,5,6,70,,50,52800,8,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-05-07,N/A,1985,5,7,64,,44,73920,13,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-05-08,N/A,1985,5,8,60,,45,84480,9,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-05-09,N/A,1985,5,9,64,,53,68640,7,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-05-10,N/A,1985,5,10,68,,53,79200,8,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-05-11,N/A,1985,5,11,74,,57,47520,6,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-05-12,N/A,1985,5,12,72,Rain-Thunderstorm,68,52800,7,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-05-13,N/A,1985,5,13,73,Fog,66,36960,5,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-05-14,N/A,1985,5,14,72,,51,58080,6,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-05-15,N/A,1985,5,15,62,Rain,65,52800,11,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-05-16,N/A,1985,5,16,60,Fog-Rain,75,42240,5,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-05-17,N/A,1985,5,17,60,Fog-Rain-Thunderstorm,77,26400,6,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-05-18,N/A,1985,5,18,62,Fog-Rain,54,79200,13,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-05-19,N/A,1985,5,19,60,,51,105600,10,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-05-20,N/A,1985,5,20,66,,53,79200,7,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-05-21,N/A,1985,5,21,72,Rain-Thunderstorm,60,42240,9,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-05-22,N/A,1985,5,22,66,Fog-Rain,57,63360,8,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-05-23,N/A,1985,5,23,60,Fog-Rain,72,31680,8,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-05-24,N/A,1985,5,24,60,,64,42240,8,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-05-25,N/A,1985,5,25,66,,51,68640,7,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-05-26,N/A,1985,5,26,72,,47,79200,8,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-05-27,N/A,1985,5,27,72,,50,52800,8,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-05-28,N/A,1985,5,28,74,Fog-Rain-Thunderstorm,66,26400,6,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-05-29,N/A,1985,5,29,62,,67,58080,11,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-05-30,N/A,1985,5,30,62,,61,73920,5,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-05-31,N/A,1985,5,31,68,Fog-Rain-Thunderstorm,71,36960,9,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-06-01,N/A,1985,6,1,76,,48,58080,13,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-06-02,N/A,1985,6,2,69,,52,84480,8,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-06-03,N/A,1985,6,3,74,Rain-Thunderstorm,58,47520,4,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-06-04,N/A,1985,6,4,70,Fog,60,31680,6,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-06-05,N/A,1985,6,5,71,Fog-Rain-Thunderstorm,78,21120,6,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-06-06,N/A,1985,6,6,71,Fog-Rain,61,36960,8,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-06-07,N/A,1985,6,7,63,Fog-Rain,69,63360,7,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-06-08,N/A,1985,6,8,70,Fog-Rain,82,36960,6,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-06-09,N/A,1985,6,9,75,Fog,75,36960,7,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-06-10,N/A,1985,6,10,77,,59,63360,7,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-06-11,N/A,1985,6,11,75,Rain,67,47520,7,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-06-12,N/A,1985,6,12,75,Fog-Rain,72,52800,10,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-06-13,N/A,1985,6,13,60,,55,89760,13,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-06-14,N/A,1985,6,14,62,Rain,55,95040,10,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-06-15,N/A,1985,6,15,65,Fog-Rain,66,68640,6,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-06-16,N/A,1985,6,16,72,Fog-Rain,78,36960,7,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1985-06-17,N/A,1985,6,17,74,,65,63360,7,N/A
